Estados Unidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mensual,BM,RESERVES,CURRENCY,M1,M2,M2var,M3,RI,RIva,INFm,TargetLow,TargetUp,Target,Expectativas,CIN,GOB,DEP,TasaPrim,TasaSec,TasaEst,Rendimiento,Multiplicador,FFR,TasaVentanilla,,Trimestral,PIBt,BMt,M1t,M2t,M3t,V,Rit,CINt,GOBt,DEPt,Inflacion,FFRt,Crecimiento,Credito,Tdc,NASDAQ,NASDAQva,PrestamosVentanilla
2000-01,601.9,12.9,589,1126.9,4672.6,5.99,6631.94,58.8497,-15.48119,2.7,1,3,2,3.0803,590.97,,,,,5.65,0.221,7.76,5.45,,,2000-01,10002.2,585.6667,1111.07,4694.33,6680.98,17.0783,176.8516,567.8613,,,3.27,5.68,4.2,10.22,-12.08,4403.29,82.77,0.236
2000-02,578,12.3,565.7,1097.4,4674.4,5.74,6659.65,58.2608,-9.35544,3.2,1,3,2,3.1571,557.19,,,,,5.85,-0.091,8.09,5.73,,,2000-02,10247.7,580.4,1109.3,4765.37,6795.09,17.6563,168.5768,559.368,,,3.27,6.27,5.2,10.47,-11.63,3742.56,45.71,0.512
2000-03,577.1,13.4,563.7,1108.9,4736,6.27,6751.35,59.7411,-5.63776,3.8,1,3,2,3.2389,555.43,,,,,5.925,-0.2717,8.21,5.85,,,2000-03,10318.2,583.8,1095.37,4806.1,6897.75,17.6742,164.9682,559.8543,,,3.5,6.52,4,9.53,-13.79,3882.05,43.36,0.372
2000-04,578.6,13.9,564.7,1125.7,4806.1,6.85,6817.58,55.556,-11.31675,3.1,1,3,2,3.1607,559.96,,,,,6.15,-0.4132,8.31,6.02,,,2000-04,10435.7,591.3,1098.67,4896.3,7055.47,17.6487,165.2883,568.287,,,3.43,6.47,2.9,8.96,-16.24,2812.69,-15.94,0.11
2000-05,580.6,14.6,566,1100.4,4732.3,5.99,6760.98,56.1117,-8.02154,3.2,1,3,2,3.3126,559.73,,,,,6.3,-0.3691,8.15,6.27,,,2001-01,10470.2,597.9,1100.47,5028.43,7330.44,17.5116,165.1109,576.912,,,3.4,5.6,2.2,7.23,-6.55,2254.94,-47.86,0.022
2000-06,582,13.3,568.6,1101.8,4757.7,5.87,6806.73,56.9091,-6.15709,3.7,1,3,2,3.7602,558.41,,,,,6.6167,-0.3845,8.17,6.53,,,2001-02,10599,605.5667,1122.57,5148.63,7571.87,17.5026,161.6976,583.874,,,3.33,4.33,1,7.08,-6.39,2129.09,-42.88,0.15
2000-07,584.2,13.4,570.8,1102.8,4773.9,5.62,6830.46,55.4713,-10.89955,3.7,1,3,2,3.0863,560.74,,,,,6.625,-0.285,8.17,6.54,,,2001-03,10598,628.5333,1159.27,5250.27,7694.59,16.8615,171.4026,606.8753,,,2.67,3.5,0.5,7.26,-1.25,1777.12,-54.15,0.088
2000-08,583.4,13.6,569.8,1094.5,4804.4,5.84,6905.48,54.2867,-11.87696,3.4,1,3,2,3.1235,558.02,,,,,6.55,-0.4026,8.24,6.5,,,2001-04,10660.5,641.8333,1178.9,5390.47,7965.62,16.6095,174.4077,618.6487,,,1.87,2.13,0.2,6.69,3.08,1857.06,-32.19,0.034
2000-09,583.8,13.6,570.2,1088.8,4840,6.25,6957.33,55.2103,-11.47427,3.5,1,3,2,3.1741,560.8,,,,,6.55,-0.2825,8.29,6.52,,,2002-01,10783.5,655.8,1188.97,5480.2,8126.93,16.4433,169.3302,633.276,,,1.23,1.73,1.3,7.11,-4.9,1836.96,-16.5,0.02
2000-10,585.3,13.8,571.5,1092.2,4853.9,6.05,6973.78,54.2115,-12.81589,3.4,1,3,2,3.1062,561.43,,,,,6.6,-0.1738,8.29,6.51,,,2002-02,10887.5,668.6667,1192.53,5523.67,8173.67,16.2824,178.987,646.7447,,,1.3,1.75,1.3,6.16,5.37,1589.06,-25.31,0.184
2000-11,590.3,14.3,575.9,1092.1,4882,5.85,7040.93,54.4764,-11.08606,3.4,1,3,2,3.099,566.83,,,,,6.6,-0.1581,8.27,6.51,,,2002-03,10984,679.8333,1189.5,5615.63,8246.72,16.1569,193.0629,657.7293,,,1.57,1.74,2.1,5.52,10.47,1271.72,-27.82,0.177
2000-12,598.3,14.1,584.3,1111.7,4953,6.19,7151.7,56.6004,-6.44504,3.4,1,3,2,3.1673,576.61,,,,,6.5,-0.1115,8.28,6.4,,,2002-04,11061.4,689.8667,1215.8,5748.93,8475.25,16.0341,197.0496,667.1383,,,2.27,1.44,2,6.28,11.84,1381.35,-25.42,0.04
2001-01,598.7,14.2,584.5,1100.4,4979,6.63,7253.48,56.496,-3.99949,3.7,1,3,2,2.6537,579.37,,,,,5.85,0.401,8.32,5.98,,,2003-01,11174.1,701.8667,1232.03,5832.13,8639.91,15.9205,203.9343,679.7483,5.12,24.05,2.97,1.25,1.7,6.36,22.43,1333.2,-27.26,0.03
2001-02,595.9,13.5,582.4,1089.8,5008,7.15,7323.93,55.4395,-4.84247,3.5,1,3,2,2.6321,574.01,,,,,5.475,0.4421,8.4,5.49,,,2003-02,11312.8,712.7667,1270.3,5956.37,8741.51,15.8717,211.2211,694.2573,7.15,24.76,2,1.25,2,7.59,23.57,1561.01,-1.19,0.768
2001-03,599.1,13.8,585.3,1111.2,5098.3,7.68,7413.93,53.1753,-10.99031,2.9,1,3,2,2.1422,577.36,,,,,5.225,0.5432,8.51,5.31,,,2003-03,11566.7,719.8667,1288.77,6063.67,8876.01,16.0678,212.3405,699.359,5.98,25.43,2.23,1.02,3.2,7.84,14.45,1777.47,40.26,0.174
2001-04,601.7,13.7,588,1126.7,5174.1,7.76,7537.02,53.6849,-3.36804,3.3,1,3,2,2.5592,580.04,,,,,4.9,0.907,8.6,4.8,,,2003-04,11772.2,731.6,1305.07,6074.63,8887.71,16.091,222.3297,708.521,5.19,23.86,1.97,1,4.3,7.52,18.99,1965.28,42.62,0.062
2001-05,605.9,14.5,591.4,1114.7,5111.2,7.97,7545.25,54.2094,-3.39018,3.6,1,3,2,2.7239,584.73,,,,,4.1667,1.1314,8.44,4.21,,,2004-01,11923.4,736.1667,1315.47,6105.47,8999.16,16.1966,222.0548,713.5193,5.41,23.28,1.8,1,4.4,8.25,16.58,2030.06,52.29,0.064
2001-06,609.1,14.2,594.9,1126.3,5160.6,8.42,7633.35,53.8033,-5.45752,3.2,1,3,2,2.7512,586.85,,,,,3.875,1.2043,8.47,3.97,,,2004-02,12112.8,745.6333,1341.43,6252.77,9230.59,16.245,214.4119,723.1637,5.32,25.79,2.8,1.01,4.2,7.88,6.09,1984.89,27.27,0.323
2001-07,616,14.9,601.1,1139.7,5189.2,8.64,7639.28,54.6921,-1.40469,2.7,1,3,2,2.6878,593.38,,,,,3.725,1.1976,8.42,3.77,,,2004-03,12305.3,758.9,1346.83,6304.67,9295.19,16.2147,213.4249,738.3247,4.89,22.17,2.63,1.43,3.5,8.22,8.57,1874.1,5.49,0.236
2001-08,622.4,15,607.4,1144.5,5225,8.71,7654.1,56.8084,4.64511,2.7,1,3,2,2.586,598.89,,,,,3.625,1.2139,8.39,3.65,,,2004-04,12527.2,770.2333,1374.63,6402.7,9396.53,16.2642,224.7371,754.821,4.94,22.91,3.37,1.95,3.4,9.4,8.92,2082.41,5.92,0.043
2001-09,647.2,34.1,613.1,1193.6,5336.6,10.2,7790.4,59.9022,8.49825,2.6,1,3,2,3.1152,628.35,,,,,3.25,1.6129,8.25,3.07,,,2005-01,12767.3,773.8667,1366.07,6424.9,9524.96,16.4981,207.3518,760.2853,4.88,22.69,3.03,2.47,3.9,9.24,4.77,2037.79,0.38,0.052
2001-10,635.2,19.9,615.2,1159.2,5321.7,9.61,7832.28,58.6617,8.20895,2.1,1,3,2,2.2913,613.73,,,,,2.55,1.8409,8.38,2.49,,,2005-02,12922.7,777.5333,1374.4,6493.3,9682.21,16.6201,200.738,764.2493,5.22,21.73,2.93,2.94,3.6,9.6,4.61,2015.61,1.54,0.235
2001-11,639.5,17.3,622.2,1169,5384.7,10.26,7968.7,58.1123,6.67415,1.9,1,3,2,2.0814,616.32,,,,,2.15,1.869,8.42,2.09,,,2005-03,13142.6,784.5,1368.6,6557.8,9836.5,16.7528,185.014,775.1717,4.98,21.2,3.8,3.46,3.4,9.95,-0.3,2162.87,15.43,0.91
2001-12,650.8,18.5,632.3,1208.5,5465,10.33,8095.88,57.6337,1.82561,1.6,1,3,2,2.7314,625.9,,,,,1.85,1.9805,8.4,1.82,,,2005-04,13324.2,794.6,1378.73,6659.87,10087.1,16.7684,170.9932,786.6577,4.77,18.55,3.67,3.98,3,9.62,-8.23,2186.15,5.07,0.072
2002-01,653.8,19.2,634.6,1191.8,5451,9.61,8090.1,56.4878,-0.01447,1.1,1,3,2,2.2903,632.58,,,,,1.7,2.0076,8.34,1.73,,,2006-01,13599.2,806.4,1377.4,6742.67,10290.22,16.8641,163.1811,794.8607,4.6,20.01,3.67,4.45,3.2,10.56,-8.21,2309,13.34,0.566
2002-02,654.6,18.6,636,1178.3,5470.4,9.36,8121.55,56.313,1.57554,1.1,1,3,2,2.1458,631.47,,,,,1.8,1.8963,8.36,1.74,,,2006-02,13753.4,811.4,1388.23,6836.87,,16.9502,168.7474,800.524,4.86,18.25,3.93,4.91,3,10.69,-0.15,2224.51,10.6,0.291
2002-03,659,18.8,640.2,1196.8,5519.2,8.34,8169.15,56.5294,6.30755,1.5,1,3,2,2.0139,635.77,,,,,1.825,1.7265,8.38,1.73,,,2006-03,13870.2,810.5333,1362.2,6895.2,,17.1124,167.2584,805.1287,4.78,16.93,3.33,5.25,2.3,10.45,4.5,2177.88,0.72,0.322
2002-04,663.4,19.7,643.7,1196.9,5533.4,7,8173.06,56.8,5.80261,1.6,1,3,2,2.5878,641.32,,,,,1.825,1.7882,8.34,1.75,,,2006-04,14039.6,817.7667,1372.17,7029.17,,17.1682,165.0651,813.163,4.89,18,1.97,5.24,2.6,10.47,8.53,2404.59,10.02,0.067
2002-05,668.6,19.2,649.5,1186,5499.8,7.57,8157.4,58.5347,7.97895,1.2,1,3,2,2.6187,646.83,,,,,1.7833,1.9005,8.23,1.75,,,2007-01,14215.7,821.3,1364.97,7138.5,,17.3088,164.5724,824.318,5.24,16.16,2.43,5.25,1.5,9.53,8.94,2433.91,5.42,0.027
2002-06,674,18.2,655.8,1194.7,5537.8,7.21,8190.55,63.6523,18.3055,1.1,1,3,2,2.3419,652.09,,,,,1.8,1.9335,8.22,1.75,,,2007-02,14402.1,825.3,1382.9,7274.2,,17.4507,165.7309,827.6383,6.97,16.26,2.67,5.25,1.9,9.49,7.33,2577.61,16.03,0.204
2002-07,679.3,18.3,661,1200.4,5578.7,7.41,8191.86,63.7093,16.48728,1.5,1,3,2,2.3481,657.73,,,,,1.75,2.0964,8.21,1.73,,,2007-03,14564.1,828.6333,1365.9,7334.23,,17.576,170.4848,830.004,4.76,17.57,2.33,5.07,2.4,9.63,7.98,2614.71,20.09,0.202
2002-08,679.8,18.7,661.1,1182.3,5621.7,7.53,8265.2,64.5356,13.60223,1.8,1,3,2,2.1315,656.24,,,,,1.725,2.1236,8.27,1.74,,,2007-04,14715.1,833.5,1378.27,7439.87,,17.6546,178.0345,839.03,4.84,17.16,4.03,4.5,2.2,9.2,12.33,2724.12,13.35,48.636
2002-09,680.4,19,661.4,1185.8,5646.5,5.75,8283.1,64.818,8.20652,1.5,1,3,2,2.0411,659.22,,,,,1.75,1.8655,8.3,1.75,,,2008-01,14706.5,831.0333,1380.97,7602.33,,17.6966,188.0616,842.581,5.24,20.14,4.13,3.18,1.4,8.66,14.45,2313.48,-4.96,111.292
2002-10,681.9,19.2,662.7,1196.6,5685.3,6.81,8314.45,64.4577,9.88036,2,1,3,2,2.0053,659.75,,,,,1.75,2.0291,8.34,1.75,,,2008-02,14865.7,835.0333,1403.47,7736.13,,17.8025,192.1581,846.329,4.71,18.38,4.3,2.08,1.4,6.4,15.87,2409.48,-6.5,174.189
2002-11,688.5,20.3,668.2,1205.3,5757.5,6.87,8484.45,64.6295,11.21492,2.2,1,3,2,2.0306,665.56,,,,,1.375,2.1253,8.36,1.34,,,2008-03,14899,868.1,1420.17,7767.77,,17.1628,186.1031,888.466,4.99,29.56,5.27,1.94,0.2,5.04,9.22,2261.65,-13.35,200.02
2002-12,699.2,20.9,678.3,1245.5,5804,6.22,8626.84,67.9624,17.92136,2.4,1,3,2,1.9512,676.1,,,,,1.3,2.1962,8.3,1.24,,,2008-04,14608.2,1415.03,1536.2,8055.37,,10.3236,187.6663,1970.38,50.78,538.65,1.6,0.51,-2.5,1.8,-9.07,1611.18,-40.88,544.01
2003-01,699.3,21.1,678.2,1225.5,5793.5,6.43,8603.63,67.3911,19.30203,2.6,1,3,2,2.079,679,5.65,26.14,,2.75,1.25,2.3052,8.28,1.24,2.25,,2009-01,14430.9,1640.33,1575.87,8340.9,,8.7975,190.3968,1939.51,46.01,727.88,-0.17,0.18,-3.3,-0.29,-13.09,1460.95,-36.83,536.358
2003-02,701,20.7,680.2,1225.5,5820.8,6.52,8632.25,67.5369,19.93117,3,1,3,2,2.1065,677.96,4.64,23.26,2.25,2.75,1.25,2.2747,8.3,1.26,2.25,,2009-02,14381.2,1737.33,1635.77,8437.13,,8.2777,205.2179,2050.94,58.12,849.36,-0.93,0.18,-4,-1.29,-12.81,1775.56,-26.15,318.67
2003-03,705.3,21.4,683.9,1245.1,5882.1,6.66,8683.86,69.0063,22.0715,3,1,3,2,1.9033,682.29,4.95,22.24,2.25,2.75,1.225,2.2333,8.34,1.25,2.25,,2009-03,14448.9,1728.53,1649.97,8396.4,,8.3591,310.9501,2007.84,53.21,807.82,-1.63,0.15,-3.1,-2.96,-4.52,2036.66,-9.53,207.18
2003-04,709.6,22.3,687.2,1259.6,5938.5,7.34,8716.05,69.3618,22.11577,2.2,1,3,2,1.9895,691.69,8.35,25.66,2.25,2.75,1.25,2.3362,8.37,1.26,2.25,,2009-04,14651.2,1995.7,1690.6,8490.43,,7.3414,367.3468,2135.95,68.28,1073.73,1.5,0.12,0.1,-2.73,12.2,2152.95,34.13,96.618
2003-05,713.7,23,690.7,1266.6,5938.2,7.93,8724.53,71.2428,21.7103,2.1,1,3,2,1.8385,694.74,6.42,24.64,2.25,2.75,1.25,2.1538,8.32,1.26,2.25,,2010-01,14764.6,2063.27,1696.3,8516.47,,7.1559,353.6506,2224.11,88.98,1135.69,2.37,0.13,1.8,-2.49,6.2,2261.19,54.92,11.523
2003-06,715,22.5,692.5,1284.7,5992.4,8.1,8783.94,70.6166,10.94118,2.1,1,3,2,2.2847,696.35,6.39,23.74,2.2,2.5,1.15,2.1071,8.38,1.22,2,,2010-02,14980.2,2009.7,1718.83,8597.47,,7.4539,342.0467,2288.24,44.84,1059.11,1.77,0.19,2.9,-2.59,-6.35,2275.82,28.49,0.673
2003-07,717.6,23.4,694.2,1287.9,6035.3,8.12,8848.6,69.5719,9.20219,2.1,1,3,2,1.6263,697.97,6,25.75,2,2.5,1.05,2.5014,8.41,1.01,2,,2010-03,15141.6,1983.07,1733.13,8611.37,,7.6354,357.5498,2273.73,38.94,1029.98,1.2,0.19,3.3,-2.02,-9.58,2245.78,10.26,0.296
2003-08,720.9,25.4,695.5,1292.2,6091.8,8.33,8908.3,69.3795,7.50578,2.2,1,3,2,1.8526,698.91,6.02,25.04,2,2.5,1.075,2.581,8.45,1.03,2,,2010-04,15309.5,1983.93,1822.5,8781.17,,7.7167,364.9837,2287.36,45.17,1012.77,1.23,0.19,2.8,-1.33,-7.98,2552.84,18.67,0.221
2003-09,721.1,24.1,696.9,1286.2,6063.9,7.37,8871.14,73.3891,13.22323,2.3,1,3,2,1.9805,701.2,5.91,25.42,2,2.5,1.05,2.5681,8.41,1.01,2,,2011-01,15351.4,2218.27,1874.57,8912.57,,6.9204,374.7893,2456.54,72.18,1226.93,2.13,0.15,2,-0.86,-1.04,2754.47,22.01,0.058
2003-10,724.8,23,701.7,1288.8,6048.3,6.37,8852.03,73.1074,13.41926,2,1,3,2,1.7886,702.83,5.1,26.25,2,2.5,1.05,2.5427,8.34,1.01,2,,2011-02,15557.5,2570.77,1935.43,9065.03,,6.0517,404.4712,2695.21,89.3,1550.34,3.37,0.09,1.7,-0.27,13.24,2827.45,24.62,0.12
2003-11,730.6,23.4,707.2,1293.9,6077,5.54,8886.68,74.3282,15.00663,1.8,1,3,2,1.9308,706.33,4.95,22.46,2,2.5,1.05,2.3733,8.32,1,2,,2011-03,15647.7,2660.07,2065.17,9409.57,,5.8824,415.7207,2816.63,41.32,1626.96,3.73,0.08,0.9,-0.11,9.14,2583.75,15.41,0.11
2003-12,739.4,23,716.4,1332.5,6098.6,5.12,8924.44,74.8941,10.19924,1.9,1,3,2,2.2235,716.41,5.48,22.61,2,2.5,1.05,2.3605,8.25,0.98,2,,2011-04,15842.3,2620.93,2166.87,9637.47,,6.0445,413.5536,2808.88,51.64,1564.21,3.37,0.07,1.5,0.45,-0.81,2636.63,3.38,0.196
2004-01,736.4,22.7,713.7,1301.8,6058.9,4.67,8931.65,74.2117,10.1209,1.9,1,3,2,1.907,713.94,5.83,26.81,2,2.5,1.025,2.3895,8.23,1,2,,2012-01,16068.8,2663.47,2216.57,9817.33,,6.033,414.1161,2865.4,70.71,1590.95,2.83,0.1,2.6,0.68,-4.1,2957.43,7.34,0.006
2004-02,735.3,21.8,713.5,1306.7,6089,4.68,8974.63,73.6964,9.12031,1.7,1,3,2,1.9872,712.5,5.3,19.93,2,2.5,1.05,2.3442,8.28,1.01,2,,2012-02,16207.1,2625.03,2262.67,9930.87,,6.1741,418.0347,2818.09,87.28,1523.19,1.9,0.15,2.4,0.89,-10.86,2936.25,3.85,0.077
2004-03,736.8,22.7,714,1337.9,6168.5,4.93,9091.2,74.1466,7.44913,1.7,1,3,2,1.7043,714.12,5.16,23.13,2,2.5,1.025,2.2487,8.37,1,2,,2012-03,16319.5,2631.13,2335.73,10080.03,,6.2025,420.837,2797.93,47.19,1520.68,1.67,0.14,2.6,1.64,-11.23,3040.9,18.19,0.126
2004-04,741.2,24.3,716.9,1343.2,6235.9,4.96,9177.28,71.0452,2.42708,2.3,1,3,2,1.8528,719.19,5.47,27.08,2,2.5,1.0333,2.2767,8.41,1,2,,2012-04,16420.4,2644.83,2447.03,10373.4,,6.2085,420.5556,2810.57,47.27,1497.41,1.93,0.16,1.6,1.97,-3.7,3002.33,13.9,0.07
2004-05,745,24.2,720.8,1333.4,6249.6,5.18,9227.44,71.7586,0.72408,3.1,1,3,2,2.2141,721.97,5.05,24.88,2,2.5,1.075,2.182,8.39,1,2,,2013-01,16629.1,2840.67,2478.07,10537.83,,5.8539,413.9378,3011.99,54.65,1680.05,1.73,0.14,1.6,1.93,0.65,3189.95,7.96,0.009
2004-06,750.7,23.5,727.2,1347.7,6272.8,4.58,9287.05,71.6081,1.40409,3.3,1,3,2,2.5741,728.33,5.42,25.48,2.01,2.75,1.2,1.9705,8.36,1.03,2.25,,2013-02,16699.6,3110.03,2528.1,10625.93,,5.3696,403.4158,3305.07,86.19,1918.03,1.4,0.12,1.3,2.37,1.86,3395.98,15.82,0.12
2004-07,757.3,23.3,734,1338.8,6279.1,4,9252.85,70.3308,1.09072,3,1,3,2,2.2558,734.48,4.4,24.27,2.25,2.75,1.375,1.8595,8.29,1.26,2.25,,2013-03,16911.1,3392.23,2545.63,10742.07,,4.9852,407.8059,3568.14,59.14,2187.01,1.5,0.09,1.9,2.58,5.88,3662.57,20.48,0.177
2004-08,757.2,22.5,734.7,1352.6,6300.9,3.44,9293.72,71.5593,3.14186,2.7,1,3,2,2.3409,735.21,4.51,17.88,2.43,3,1.475,1.7732,8.32,1.43,2.5,,2013-04,17133.1,3663.87,2647.1,11004.83,,4.6762,403.6492,3841.39,46.32,2442.97,1.2,0.09,2.5,3.04,4.92,4052.06,34.95,0.074
2004-09,762.2,23.4,738.9,1349.1,6334,4.49,9339,71.5348,-2.52662,2.5,1,3,2,2.6768,745.29,5.6,23.93,2.58,3.25,1.7,1.6005,8.31,1.61,2.75,,2014-01,17144.3,3815.93,2727.07,11177.8,,4.4928,400.7816,4086.73,79.71,2556.66,1.43,0.07,1.3,3.6,3.83,4203.66,31.81,0.035
2004-10,763.9,22.6,741.2,1351.4,6355.6,5.11,9324.7,73.1885,0.11084,3.2,1,3,2,2.1458,747.44,5.1,21.3,2.75,3.25,1.9,1.5125,8.32,1.76,2.75,,2014-02,17462.7,3930.3,2805.53,11314.4,,4.4431,400.9086,4268.71,87.6,2641.67,2.1,0.09,2.5,3.95,4.96,4255.12,25.3,0.164
2004-11,770.5,22.4,748.1,1371,6405.1,5.45,9382.86,75.6587,1.78995,3.5,1,3,2,2.2068,754.61,4.74,22.17,2.93,3.5,2.075,1.342,8.31,1.93,3,,2014-03,17743.2,4037.77,2822,11428.37,,4.3943,388.1642,4371.97,64.83,2743.43,1.8,0.09,2.8,3.57,-0.05,4481.14,22.41,0.327
2004-12,776.3,22.8,753.5,1401.5,6447.4,5.79,9482.03,75.89,1.32977,3.3,1,3,2,1.7525,762.41,4.98,24.79,3.15,3.75,2.275,1.2191,8.31,2.16,3.25,,2014-04,17852.5,3922.13,2906.03,11637.87,,4.5517,366.8916,4445.22,113.31,2596.49,1.17,0.1,2.6,3.51,-8.24,4719.47,16.52,0.145
2005-01,775.2,25.7,749.5,1361.5,6404.1,5.74,9477.98,70.3242,-5.23843,3,1,3,2,2.1406,761.47,5,26.73,3.25,3.75,2.4,0.999,8.26,2.28,3.25,,2015-01,17991.3,3962.73,2981.53,11854.27,,4.5401,337.4669,4460.7,114.42,2631.36,-0.1,0.11,3.8,3.57,-17.8,4833.22,14.96,0.049
2005-02,772.9,21.7,751.2,1355,6405.7,5.21,9511.78,69.1265,-6.201,3,1,3,2,2.137,759.45,4.84,19.93,3.49,4,2.55,0.7805,8.29,2.5,3.5,,2015-02,18193.7,3976.13,3010.67,11958.37,,4.5757,328.0348,4441.99,176.06,2615.98,0.03,0.13,3,4.11,-19.26,4999.44,17.58,0.166
2005-03,773.5,21.2,752.2,1381.7,6464.9,4.74,9585.13,67.9011,-8.42323,3.1,1,3,2,2.3342,759.94,4.83,21.66,3.58,4.25,2.7833,0.7709,8.36,2.63,3.75,,2015-03,18307,3991.23,3025.67,12073.83,,4.5868,327.3119,4448.84,168.44,2595.35,0.13,0.13,2.2,4.23,-15.99,4841.65,8.15,0.252
2005-04,775.5,21.9,753.7,1369.4,6508.3,4.28,9663.15,68.4842,-3.60483,3.5,1,3,2,2.4623,761.81,4.98,21.18,3.75,4.25,2.95,0.6871,8.39,2.79,3.75,,2015-04,18332.1,3967.67,3069.73,12298.9,,4.6204,320.3647,4452.68,145.76,2566.21,0.37,0.16,1.9,3.76,-12.37,5056.61,7.16,0.115
2005-05,776.4,20.9,755.5,1369.5,6459.8,3.27,9644.76,66.7013,-7.0477,2.8,1,3,2,2.5781,763.49,5.05,20.6,3.98,4.5,3.075,0.5005,8.32,3,4,,2016-01,18425.3,3854.53,3123.47,12560.1,,4.7802,321.0101,4448.46,278.39,2439.18,0.97,0.36,1.6,4.02,-1.97,4680.58,-3.09,0.058
2005-06,780.7,20,760.7,1384.3,6511.8,3.75,9738.73,65.5525,-8.45656,2.5,1,3,2,2.3619,767.45,5.56,23.08,4.01,4.75,3.175,0.3577,8.34,3.04,4.25,,2016-02,18611.6,3844.97,3238.77,12758.67,,4.8405,327.3033,4438.52,295.68,2387.69,1.13,0.37,1.4,3.51,2.06,4855.36,-2.89,0.2
2005-07,782.9,19.7,763.1,1365.4,6530.7,4.03,9737.4,63.5793,-9.59955,3.2,1,3,2,2.3318,773.43,4.6,20.63,4.25,4.75,3.375,0.3065,8.34,3.26,4.25,,2016-03,18775.5,3775.03,3286.7,12937.67,,4.9736,330.0317,4428.86,285.48,2305.11,1.17,0.39,1.6,4.08,0.36,5229.12,8.26,0.198
2005-08,782.7,19.4,763.3,1376.9,6555,4.11,9833.68,61.2024,-14.47326,3.6,1,3,2,2.4638,773.48,5.28,21.31,4.44,5,3.55,0.2183,8.37,3.5,4.5,,2016-04,18968,3577.83,3346.73,13190.37,,5.3015,323.4477,4420.2,374.32,2090.97,1.83,0.45,2,3.94,-1.49,5298.65,4.8,0.063
